Generation	Inchi	Smiles	Energy	Molecular Formula	Monoisotopic Mass	cLogP	cLogS	H-Acceptors	H-Donors	Polar Surface Area	Druglikeness
G4	NAADZUBFWOVMNF	C1(C(C(CO)(C)O)(O)OCC1)=O	872.486	C7H12O5	176.068475	-1.3621	-0.177	5	3	86.99	-0.98725
G4	GRGAUJXNCXYCOF	C(C(C(CCO)O)(CC=O)O)=O	53.3055	C7H12O5	176.068475	-2.0729	-0.284	5	3	94.83	-4.8289
G4	JSPASZCALBCEKM	C(C(C(C)(CN)O)(CC=O)O)=O	57.5892	C7H13NO4	175.084459	-2.5445	-0.199	5	3	100.62	-3.1574
G4	BCLKEEKRTMVSQB	C(C(C)(C(CC(C=O)O)O)O)=O	69.5554	C7H12O5	176.068475	-2.168	-0.392	5	3	94.83	-2.5864
G4	ZJCWVTVBEZYDBK	C(C(C(C(C)O)O)(CC=O)O)=O	72.866	C7H12O5	176.068475	-2.168	-0.392	5	3	94.83	-3.5554
G4	NKJBPECNWDDZBH	C(C(C)(C(C(CC=O)O)O)N)=O	96.9982	C7H13NO4	175.084459	-2.5658	-0.468	5	3	100.62	-2.2596
G4	DHSODWCRYZPAKG	C(C(C)(C(CC(C=O)O)O)N)=O	71.012	C7H13NO4	175.084459	-2.5658	-0.468	5	3	100.62	-3.3262
G4	NJDNZQGUZFLPCF	C(C(C(C(C)N)O)(CC=O)O)=O	52.7118	C7H13NO4	175.084459	-2.5658	-0.468	5	3	100.62	-1.6202
G4	QTLWMUKWOIGYQX	C(CC(C=O)(C(C(N)=C)O)O)=O	72.745	C7H11NO4	173.068809	-1.8962	-0.737	5	3	100.62	-4.9221
G4	TUWYSEROJOWNMC	C(CC(C=O)(C(C=CN)O)O)=O	42.4974	C7H11NO4	173.068809	-2.7171	-0.584	5	3	100.62	-2.7552
G4	AOWPAWLEXIYETE	C(C(C)(C(C)O)O)(O)=O	375.865	C5H10O4	134.05791	-1.0533	-0.31	4	3	77.76	1.7275
G4	KHVGMBPZIIZMQC	C(C(C(C)O)(CCO)O)(O)=O	44.5584	C6H12O5	164.068475	-1.5256	-0.073	5	4	97.99	-1.6856
G4	QSDQDRYSJZZGFY	C(CO)(C(C(C)O)(CC=O)O)=O	71.1863	C7H12O5	176.068475	-1.9869	-0.228	5	3	94.83	-0.40636
G4	IXPYZEYGUUNNJG	C(CO)(C(C)(C(C)O)O)=O	400.117	C6H12O4	148.07356	-1.3023	-0.25	4	3	77.76	2.6158
G4	MBPOURQXJDBKQN	C(CO)(C(C(C)O)(CC=O)N)=O	79.4994	C7H13NO4	175.084459	-2.3847	-0.304	5	3	100.62	-4.6189
G4	MRUKMJPWSLUVHX	C(CO)(C(C)(C(C)O)N)=O	412.467	C6H13NO3	147.089544	-1.7001	-0.326	4	3	83.55	-2.4634
G4	RDOOITSCNLPGPV	C(C(C(C)O)(CC(CO)=O)N)=O	69.0268	C7H13NO4	175.084459	-2.3847	-0.304	5	3	100.62	-8.6224
G4	YDRWWZMZKYCVEB	C(C(C(C(C)(C(C)O)O)=O)O)=O	1440.59	C7H12O5	176.068475	-2.082	-0.336	5	3	94.83	-0.35829
G4	RZLDYZDDHJCWTJ	C(C(CC(C=O)O)(C(C)O)N)=O	83.6068	C7H13NO4	175.084459	-2.5658	-0.468	5	3	100.62	-6.0949
G4	YZLQUCFEHHACPC	C(C(CCO)(C(C)O)N)=O	66.9117	C6H13NO3	147.089544	-1.7861	-0.382	4	3	83.55	-8.4905
G4	VQIPMRKQIJJABP	C(C(C(C(C)(C(C)O)N)=O)O)=O	863.121	C7H13NO4	175.084459	-2.4798	-0.412	5	3	100.62	-5.1065
G4	TWNDRYQPLHWRPJ	C(C)(C(C(CN)O)(CC=O)O)=O	81.2364	C7H13NO4	175.084459	-2.3847	-0.304	5	3	100.62	-0.5056
G4	FJFXDNSCEFSAOA	C(C(C)(C(CN)O)O)(O)=O	79.0823	C5H11NO4	149.068809	-4.1046	0.121	5	4	103.78	2.4433
G4	JUNAMXISGOFOCM	C(C(C(C)(C(CN)O)O)=O)=O	75.6924	C6H11NO4	161.068809	-2.8391	-0.034	5	3	100.62	0.074974
G4	IYDBLJFPSDTHFD	C(CO)(C(C)(C(CN)O)O)=O	75.4568	C6H13NO4	163.084459	-2.6268	0.181	5	4	103.78	3.1583
G4	JUYBWWSCUKGCNI	C(C(C)(C(CN)O)O)=O	82.4996	C5H11NO3	133.073894	-2.2405	-0.112	4	3	83.55	-2.0684
G4	SJXSBTISVFRFLJ	C(C(C(CCO)O)O)(O)=O	35.4044	C5H10O5	150.052825	-1.9062	0.036	5	4	97.99	-0.34654
G4	RADXXSNGCSTPSV	C(C(C(CC(C)O)O)O)(O)=O	43.7851	C6H12O5	164.068475	-1.5469	-0.342	5	4	97.99	-1.6633
G4	PHDZURAOZBRVMD	C(C(C(C)(CN)O)O)(O)=O	48.6112	C5H11NO4	149.068809	-4.1046	0.121	5	4	103.78	1.4398
G4	WFPSCRRHBKOKFJ	C(C)(C(C)(C(C(O)=O)O)O)=O	394.136	C6H10O5	162.052825	-1.6519	-0.232	5	3	94.83	4.0144
G4	LWYBRUIXFHGGLF	C(C(C=C)(C(C(O)=O)O)O)=O	62.7026	C6H8O5	160.037175	-1.9234	-0.227	5	3	94.83	-5.2775
G4	JZFSVRVSJPEKLH	C(C(C(C=C)(CO)O)O)(O)=O	75.4771	C6H10O5	162.052825	-1.7111	-0.012	5	4	97.99	-3.1831
G4	CHUMGDDVFASTDV	C(C(C(C(C)O)O)O)(O)=O	50.4187	C5H10O5	150.052825	-2.0013	-0.072	5	4	97.99	1.04
G4	WKBJRKIKDLMWOP	C(C(C(C(C)N)O)O)(O)=O	57.9882	C5H11NO4	149.068809	-4.1259	-0.148	5	4	103.78	2.3733
G4	CLARFGOZDUHYGI	C(C(C(C(N)=C)O)O)(O)=O	51.5663	C5H9NO4	147.053159	-3.4563	-0.417	5	4	103.78	-0.8953
G4	OZJORXYSCNCCTK	C(C(C(C=CN)O)O)(O)=O	27.5956	C5H9NO4	147.053159	-4.2772	-0.264	5	4	103.78	1.3173
G4	RNHXWPCUJTZBAR	C(C(C(C(CN)O)O)O)O	77.0793	C5H13NO4	151.084459	-2.9762	0.341	5	5	106.94	-0.5775
G4	IHQBBASLWKAHNA	C(C(C(CCN)O)O)=O	42.7205	C5H11NO3	133.073894	-2.1667	-0.273	4	3	83.55	-2.4055
G4	XVXJCXAYRINQBW	C(C(C(CCN)O)O)O	37.702	C5H13NO3	135.089544	-1.9544	-0.058	4	4	86.71	-0.33522
G4	MKPVBFGCCONDKI	C1C(C(C(C(C=1)=O)N)O)O	428.664	C6H9NO3	143.058244	-1.8859	-0.453	4	3	83.55	-0.41176
G4	XMMLLUDPOBYRMQ	C(CC(C(C)=O)N)(C(CO)O)=O	456.667	C7H13NO4	175.084459	-2.2249	-0.409	5	3	100.62	-4.6462
G4	SLFMGCUMVNQIKZ	C(CO)(C(CO)C(C(C)=O)N)=O	59.3886	C7H13NO4	175.084459	-2.3659	-0.191	5	3	100.62	-3.0682
G4	RDZDFBHHTHPPQM	C(C(C=CC(C(CO)N)=O)O)=O	432.276	C7H11NO4	173.068809	-2.5631	-0.237	5	3	100.62	-6.6645
G4	YODYEKAOLQDVSR	C(CC(C(CCO)=O)N)(CO)=O	48.9737	C7H13NO4	175.084459	-2.1298	-0.301	5	3	100.62	-7.8515
G4	QXCUKCPOXRDNCJ	C1C(C(C(C=1CO)=O)N)O	52.2572	C6H9NO3	143.058244	-1.8623	-0.199	4	3	83.55	-0.77442
G4	MIFFDGWDZUNLPT	C=C1C(C(C(C1O)O)N)=O	92.5631	C6H9NO3	143.058244	-1.7094	-0.474	4	3	83.55	-5.4855
G4	ZVYYJWCHODSIRO	C1(C(CCO)OC(C1N)O)=O	58.256	C6H11NO4	161.068809	-1.9104	-0.275	5	3	92.78	-3.1471
G4	OMXFWNLIGYWSFQ	C1(C(C)OC(C(C1N)O)O)=O	483.731	C6H11NO4	161.068809	-1.9482	-0.383	5	3	92.78	0.0020724
G4	OHTZCZCMQHJMGN	C(C(CO)C(C=O)N)(CCO)=O	33.8531	C7H13NO4	175.084459	-2.4519	-0.247	5	3	100.62	-3.906
G4	PBPCETKBBMJTFY	C(CC(C=O)N)(C(CO)CO)=O	41.3364	C7H13NO4	175.084459	-2.4519	-0.247	5	3	100.62	-4.7376
G4	JQJLEADORKAYMD	C(C(C(CO)CC(CO)=O)N)=O	50.976	C7H13NO4	175.084459	-2.4519	-0.247	5	3	100.62	-4.7372
G4	PHPQQEORAKWSSH	C(C(CC(C(CO)=O)CO)N)=O	46.3418	C7H13NO4	175.084459	-2.4519	-0.247	5	3	100.62	-5.3076
G4	FOWUTTUZQHGDHF	C(C(CCC(C(CO)O)=O)N)=O	455.222	C7H13NO4	175.084459	-2.3109	-0.465	5	3	100.62	-5.4911
G4	XMCZFUYTTBOYIG	C(CC(C(CO)C(C=O)N)O)=O	33.7041	C7H13NO4	175.084459	-2.633	-0.411	5	3	100.62	-2.2617
G4	NXMXDDJKHAFADD	C(C(C(C=CCO)O)N)=O	56.9887	C6H11NO3	145.073894	-1.9645	-0.315	4	3	83.55	-1.9572
G4	RCYWPWMLUJWETO	C(C(CC(CCO)O)N)=O	40.4644	C6H13NO3	147.089544	-1.7123	-0.543	4	3	83.55	-5.3276
G4	BVXKJWMPZQNXKI	C(CC(CC(C=O)N)O)(O)=O	10.2217	C6H11NO4	161.068809	-3.7887	-0.525	5	3	100.62	-2.3796
G4	RFFAJGALPDYHFP	C(C(CC(C(C)=O)(CO)O)N)=O	74.9577	C7H13NO4	175.084459	-2.3847	-0.304	5	3	100.62	-4.9864
G4	IPDPBIIVBLAWNS	C(CCO)(C(C(CN)=O)CO)=O	21.3882	C7H13NO4	175.084459	-2.2708	-0.083	5	3	100.62	-1.3957
G4	BVBRNADTCPTLEN	C(C(CO)CO)(CC(CN)=O)=O	21.4989	C7H13NO4	175.084459	-2.2708	-0.083	5	3	100.62	-6.6718
G4	CVBPDGZKOPEGOS	C(CN)(C(CO)CC(CO)=O)=O	45.6923	C7H13NO4	175.084459	-2.2708	-0.083	5	3	100.62	-1.9582
G4	HDSNRBAVWVZSHC	C(CO)(C(CO)CC(CN)=O)=O	44.7577	C7H13NO4	175.084459	-2.2708	-0.083	5	3	100.62	-1.9582
G4	UYGFUGYNTWHSSB	C(CCC(C(CO)O)=O)(CN)=O	64.7	C7H13NO4	175.084459	-2.1298	-0.301	5	3	100.62	-0.67745
G4	OZYWCNGJEHKFOL	C(CC(CC(CN)=O)O)(O)=O	5.34029	C6H11NO4	161.068809	-3.6076	-0.361	5	3	100.62	1.1524
G4	HOGBGQSJMVPDCO	C(C(CO)O)=CC(CN)=O	378.02	C6H11NO3	145.073894	-1.7834	-0.151	4	3	83.55	0.16565
G4	FWCYKRJRPRIFBE	C1(C(C(C(C1)O)CO)N)=O	46.178	C6H11NO3	145.073894	-1.7578	-0.463	4	3	83.55	-0.96383
G4	XFLVUVBFASHPMZ	C1(C(CC(C1CO)O)N)=O	35.5971	C6H11NO3	145.073894	-1.7578	-0.463	4	3	83.55	-2.931
G4	AYGRSZFAJPDWBK	C1(C(CC(C(C1)O)O)N)=O	596.958	C6H11NO3	145.073894	-1.6105	-0.681	4	3	83.55	-2.4561
G4	GQBKPBVUJGZKBQ	C(C(C(C(CCO)N)=O)CO)=O	36.3741	C7H13NO4	175.084459	-2.4519	-0.247	5	3	100.62	-7.6606
G4	XURGMPPWXCJZFE	C(C(CO)C(C(CCO)=O)N)=O	38.3536	C7H13NO4	175.084459	-2.4519	-0.247	5	3	100.62	-6.2501
G4	OTZGYSBZFRQVOX	C(CC(C(C(CO)CO)N)=O)=O	29.3895	C7H13NO4	175.084459	-2.4519	-0.247	5	3	100.62	-5.7836
G4	UKSZAXHZSSMLQU	C(CC(C(C(CO)CO)=O)N)=O	39.7208	C7H13NO4	175.084459	-2.4519	-0.247	5	3	100.62	-7.1944
G4	ALJIBBHKDIEIJH	C(C(CO)C(C=O)O)(C(C)N)=O	39.9749	C7H13NO4	175.084459	-2.547	-0.355	5	3	100.62	-2.7369
G4	VMFYEXFORXHTGE	C(C(C(CO)C(C(C)=O)N)O)=O	64.2076	C7H13NO4	175.084459	-2.547	-0.355	5	3	100.62	-6.1649
G4	AXEQULVBNCRRAF	C(CC(C=O)O)(C(CCO)N)=O	45.5892	C7H13NO4	175.084459	-2.3109	-0.465	5	3	100.62	-7.5857
G4	CAPFDUHKWOCRHB	C(C(CC(C=O)O)N)(CCO)=O	54.6878	C7H13NO4	175.084459	-2.3109	-0.465	5	3	100.62	-8.1182
G4	GBCUVQVUQPXING	C(C(CCO)N)(CCO)=O	32.9755	C6H13NO3	147.089544	-1.5312	-0.379	4	3	83.55	-5.4087
G4	HGXVLYHEHYCVEZ	C(C(C)N)(CC(CO)O)=O	44.8799	C6H13NO3	147.089544	-1.6263	-0.487	4	3	83.55	-4.4129
G4	HVEBKWJBBIOLGW	C(C)(C(CC(CO)O)N)=O	59.7569	C6H13NO3	147.089544	-1.6263	-0.487	4	3	83.55	-9.5396
G4	SDODGOXYBVVYAH	C(CC(C(CCO)N)=O)(O)=O	-1.77283	C6H11NO4	161.068809	-3.6076	-0.361	5	3	100.62	-10.132
G4	NRLRDWRHPFFSTA	C(CC(C(CCO)=O)N)(O)=O	6.20565	C6H11NO4	161.068809	-3.6076	-0.361	5	3	100.62	-5.1945
G4	FAECBZOVUGWXJO	C(C(CO)(CC(C(C)N)=O)O)=O	74.1486	C7H13NO4	175.084459	-2.3847	-0.304	5	3	100.62	-6.5667
G4	WNQUTLUTVSSROJ	C(C(CO)(CC(C(C)=O)N)O)=O	95.5509	C7H13NO4	175.084459	-2.3847	-0.304	5	3	100.62	-11.405
G4	APCDJAFTHLPEKO	C(C(C(CO)O)O)(N)=O	36.9322	C4H9NO4	135.053159	-2.7584	0.23	5	4	103.78	1.5731
G4	WPOHUQOEJUSLGO	C(CC(CO)O)(N)=O	-9.83947	C4H9NO3	119.058244	-1.7366	-0.169	4	3	83.55	-3.3608
G4	RCXOYEZWWZMCFZ	C(C)(C(C(CC(N)=O)O)O)=O	19.2976	C6H11NO4	161.068809	-1.9759	-0.469	5	3	100.62	2.3859
G4	WFSASVHSDCYFHX	C(CC(C(CC(N)=O)O)O)=O	12.5352	C6H11NO4	161.068809	-2.0619	-0.525	5	3	100.62	-0.75957
G4	URBSEUYJOQDYCW	C(CC(CO)O)(CC(N)=O)=O	-4.91417	C6H11NO4	161.068809	-1.8808	-0.361	5	3	100.62	-9.7929
G4	VBYSXLOMDOGQBE	C(CCC(N)=O)(C(CO)O)=O	1.6333	C6H11NO4	161.068809	-1.8808	-0.361	5	3	100.62	-1.4541
G4	HDNWFVJYWGSIDO	C(C(CC(N)=O)O)(CCO)=O	-15.736	C6H11NO4	161.068809	-1.8808	-0.361	5	3	100.62	0.42934
G4	QDHWBHBXJLOMLO	C(CO)(CC(CC(N)=O)O)=O	-7.69676	C6H11NO4	161.068809	-1.8808	-0.361	5	3	100.62	-0.85805
G4	YUOLOHYVHBRAET	C(C(C(CO)O)O)=CC(N)=O	5.2715	C6H11NO4	161.068809	-2.1018	-0.082	5	4	103.78	-0.54428
G4	ZBKZSRRGXJVTOH	C(C(CO)=O)(C(CO)CO)=O	38.4113	C6H10O5	162.052825	-2.3274	0.263	5	3	94.83	-4.8981
G4	OEWRBTMFVDTTPT	C(C(CO)=O)(C(CO)CN)=O	45.4709	C6H11NO4	161.068809	-2.7252	0.187	5	3	100.62	-3.4533
G4	LIAHXFULXBCKCP	C(C(CN)C(C(CO)=O)O)=O	38.9202	C6H11NO4	161.068809	-2.9063	0.023	5	3	100.62	-1.0975
G4	UHLTZHHMZHKASI	C(C(CN)=O)(C(CO)CO)=O	55.8026	C6H11NO4	161.068809	-2.7252	0.187	5	3	100.62	-5.79
G4	RZBBOXHCPFKMEZ	C(C(CO)=O)(C(C)C(CO)O)=O	65.5214	C7H12O5	176.068475	-1.9681	-0.115	5	3	94.83	-1.6493
G4	BAQBSDQQHJICSS	C(CO)(C(C)C(C(CO)=O)O)=O	65.8063	C7H12O5	176.068475	-1.9681	-0.115	5	3	94.83	2.7032
G4	FDNTYWMUEYEVAA	C(C(CO)=O)(C(CO)CCO)=O	45.7263	C7H12O5	176.068475	-1.873	-0.007	5	3	94.83	-7.9221
G4	QJKYXQXPDMJUIN	C(C(CCO)C(C(CO)=O)O)=O	42.8798	C7H12O5	176.068475	-2.0541	-0.171	5	3	94.83	-3.8116
G4	KKPADHLCULFKFB	C(C(CO)C(C(CO)=O)CO)=O	23.0866	C7H12O5	176.068475	-2.1951	0.047	5	3	94.83	-1.695
G4	ARJZEXWMCQFHLY	C(CO)(C(C)C(C(CO)=O)N)=O	89.1481	C7H13NO4	175.084459	-2.3659	-0.191	5	3	100.62	-4.2345
G4	VMNYZCWTSAAHPK	C(C(CN)=O)(C(C)C(CO)O)=O	84.9661	C7H13NO4	175.084459	-2.3659	-0.191	5	3	100.62	-2.4162
G4	AJKSCDUVANPFFN	C(CO)(C(C)C(C(CN)=O)O)=O	80.1164	C7H13NO4	175.084459	-2.3659	-0.191	5	3	100.62	2.4734
G4	NYWLWCGNWQWEFA	C(C(CN)CC(C(CO)O)=O)=O	38.4311	C7H13NO4	175.084459	-2.4519	-0.247	5	3	100.62	-2.777
G4	FRSXAZREKNNODN	C(C(CCO)C(C(CO)=O)N)=O	63.9363	C7H13NO4	175.084459	-2.4519	-0.247	5	3	100.62	-6.5756
G4	GLANSLOOADLTFX	C(C(CN)=O)(C(CO)CCO)=O	64.3481	C7H13NO4	175.084459	-2.2708	-0.083	5	3	100.62	-8.7342
G4	KTXLFMRQJWRUTH	C(C(CCO)C(C(CN)=O)O)=O	57.4353	C7H13NO4	175.084459	-2.4519	-0.247	5	3	100.62	-4.7922
G4	JEATVIGJQMICRN	C(C(CN)C(C(CCO)=O)O)=O	17.6491	C7H13NO4	175.084459	-2.4519	-0.247	5	3	100.62	-3.6359
G4	BRWPYZJWGPLKPS	C(C(CCO)=O)(C(CO)CN)=O	28.0885	C7H13NO4	175.084459	-2.2708	-0.083	5	3	100.62	-7.1851
G4	UDEVNFWINNLYTD	C(C(CN)C(C(CO)=O)CO)=O	12.4772	C7H13NO4	175.084459	-2.5929	-0.029	5	3	100.62	-1.6708
G4	REFUKKAWRAUONF	C(C(C(CO)O)CC(CO)=O)=O	37.7213	C7H12O5	176.068475	-2.0541	-0.171	5	3	94.83	-5.6732
G4	QNRZSWIIGXYNDK	C(C(C)C(C(C(CO)O)=O)O)=O	55.0211	C7H12O5	176.068475	-2.1492	-0.279	5	3	94.83	-2.1417
G4	DUXPXQPFXQRRNN	C(C(C(CO)O)=O)(C(CO)C)=O	56.6826	C7H12O5	176.068475	-1.9681	-0.115	5	3	94.83	-5.7244
G4	MFNFIBGBBFMPFZ	C(CO)(C(CN)CC(CO)=O)=O	32.9717	C7H13NO4	175.084459	-2.2708	-0.083	5	3	100.62	-2.1288
G4	CKRHXWQAAKHKGD	C(C(C)=O)(C(CN)C(CO)O)=O	37.5685	C7H13NO4	175.084459	-2.3659	-0.191	5	3	100.62	-3.984
G4	DZMHZEBJQWJZCM	C(C(C)C(C(C(CO)O)=O)N)=O	69.2274	C7H13NO4	175.084459	-2.547	-0.355	5	3	100.62	-8.4332
G4	WHQKSBDGLKONSK	C(CC(CO)N)(CC(CO)=O)=O	44.1174	C7H13NO4	175.084459	-2.1298	-0.301	5	3	100.62	-12.87
G4	QCTQMDGSKNYSJT	C(CCC(C(CO)N)=O)(CO)=O	64.5008	C7H13NO4	175.084459	-2.1298	-0.301	5	3	100.62	-8.7115
G4	ITFUBIKCLSHUCR	C(C(C(CO)N)O)(CC(C)=O)=O	444.019	C7H13NO4	175.084459	-2.2249	-0.409	5	3	100.62	-10.613
G4	ZLGGGXUFAAQSPQ	C(CC(CO)N)(C(C(C)=O)O)=O	444.972	C7H13NO4	175.084459	-2.2249	-0.409	5	3	100.62	-6.3416
G4	ZLDBERQHOWBGSJ	C(CC(CO)O)(CC(CO)=O)=O	28.9874	C7H12O5	176.068475	-1.732	-0.225	5	3	94.83	-9.8155
G4	YSIABERKIJUQAX	C(CC(CO)O)(C(C(C)=O)O)=O	490.341	C7H12O5	176.068475	-1.8271	-0.333	5	3	94.83	-3.6411
G4	CSXINIGTBHLAAV	C(C(C(CO)O)O)(CC(C)=O)=O	433.993	C7H12O5	176.068475	-1.8271	-0.333	5	3	94.83	-7.9203
G4	QXSQLOIDPBOXIB	C(C(C=O)CC(CO)O)(O)=O	-20.4145	C6H10O5	162.052825	-1.8051	-0.231	5	3	94.83	-8.8655
G4	FYBWNLNWZMONGV	C(C(CCC(CO)O)=O)(O)=O	43.0023	C6H10O5	162.052825	-1.483	-0.285	5	3	94.83	-14.804
G4	GNPYDXLUIRYINA	C(C1C(CC(C(C1O)O)O)=O)=O	436.585	C7H10O5	174.052825	-2.0824	-0.473	5	3	94.83	-1.1708
G4	NUXRCEGIANACGF	C(C(CN)C(C=O)(CO)O)=O	704.578	C6H11NO4	161.068809	-3.0661	0.128	5	3	100.62	-2.678
G4	BCZGVABHFKOPCX	C(C(CO)(C(C(CO)=O)C)O)=O	62.6135	C7H12O5	176.068475	-2.1279	-0.01	5	3	94.83	0.23576
G4	FXNXFGJLIRISIU	C(C(CCO)C(C=O)(CO)O)=O	712.817	C7H12O5	176.068475	-2.2139	-0.066	5	3	94.83	-5.3675
G4	VKPBKSOASDDVDS	C(C(CN)C(C(C)=O)(CO)O)=O	43.5643	C7H13NO4	175.084459	-2.5257	-0.086	5	3	100.62	-1.1349
G4	MOOKMTITRDQXSV	C(C(C(CCO)=O)C(CO)O)=O	13.0297	C7H12O5	176.068475	-2.0541	-0.171	5	3	94.83	-3.9742
G4	PAHNNOGTYWQFQW	C(C(C=O)C(N)=CC(CO)O)=O	56.989	C7H11NO4	173.068809	-2.0301	-0.513	5	3	100.62	-2.7605
G4	UHSCFCORXAFCMJ	C(C(C)C(C(CO)=O)(CO)O)=O	67.7729	C7H12O5	176.068475	-2.1279	-0.01	5	3	94.83	-0.46491
G4	RQCYMVSCCQNXJT	C(C(C)C(C(CN)=O)(CO)O)=O	88.5705	C7H13NO4	175.084459	-2.5257	-0.086	5	3	100.62	-1.3881
G4	ULOJLGARNWEDCD	C(C(C)C(C=O)(C(CO)N)O)=O	84.2908	C7H13NO4	175.084459	-2.7068	-0.25	5	3	100.62	-5.9946
G4	PHPCSJMYFDEANF	C(C(C(C)=O)C(CO)O)(O)=O	-19.4708	C6H10O5	162.052825	-1.7191	-0.175	5	3	94.83	-2.0707
G4	WGUOOIANQNMLFN	C(C(C(C)=O)(C(CO)N)O)=O	78.6204	C6H11NO4	161.068809	-2.8391	-0.034	5	3	100.62	-4.6236
G4	JMEGTFODTPNJNY	C(C(C(CO)=O)C(CO)N)=O	31.9927	C6H11NO4	161.068809	-2.9063	0.023	5	3	100.62	-5.0655
G4	PHWATGIULNVCFW	C(C(C(CO)N)(CC=O)O)=O	64.7436	C6H11NO4	161.068809	-2.9251	-0.09	5	3	100.62	-6.6042
G4	JXSBGYKDYQUEPU	C(C(C)C(C=O)(C(CO)O)O)=O	57.6445	C7H12O5	176.068475	-2.309	-0.174	5	3	94.83	-2.6915
G4	KTUBSONATWZYAF	C(C(CN)C(C(O)=O)O)=O	16.1897	C5H9NO4	147.053159	-4.3841	-0.037	5	3	100.62	-1.8295
G4	SJVAOJMYTHQGKQ	C(C(C(CO)CN)=O)(O)=O	19.8407	C5H9NO4	147.053159	-4.203	0.127	5	3	100.62	-7.2866
G4	PKDHCAJSHPGUKZ	C(CO)(C(C)C(C(O)=O)O)=O	31.8642	C6H10O5	162.052825	-1.7191	-0.175	5	3	94.83	2.8599
G4	PTLXCAHMDNRSKX	C(C(C(C)C(CO)O)=O)(O)=O	45.1765	C6H10O5	162.052825	-1.7191	-0.175	5	3	94.83	-5.5395
G4	VQBCCHBXGQIMMN	C(C(CCO)C(C(O)=O)O)=O	7.79734	C6H10O5	162.052825	-1.8051	-0.231	5	3	94.83	-4.6035
G4	ZQIPPABFPHEOLL	C(C(C(CO)CCO)=O)(O)=O	24.2531	C6H10O5	162.052825	-1.624	-0.067	5	3	94.83	-11.789
G4	PIJDPCVETQTJBM	C(CN)(C1C(C(CO1)O)O)=O	110.294	C6H11NO4	161.068809	-2.7566	-0.062	5	3	92.78	-2.7308
G4	QLNYJFYQMINUKO	C(C1C(C(C(CO)O1)O)N)=O	109.906	C6H11NO4	161.068809	-2.9723	-0.226	5	3	92.78	-2.1971
G4	UNELFYNLVVTCRN	C(C)(C1C(C(C(O1)O)N)O)=O	396.851	C6H11NO4	161.068809	-2.1804	-0.383	5	3	92.78	1.0553
G4	SHHMTZHZCWZVGV	C(CC1C(C(C(O)O1)N)O)=O	70.2951	C6H11NO4	161.068809	-2.2664	-0.439	5	3	92.78	-1.4708
G4	KKJNNMPFNFCMKD	C1(C(C(CO)N)OCC1O)=O	92.3945	C6H11NO4	161.068809	-2.5817	-0.062	5	3	92.78	-2.4775
G4	WTVDHJNWDQUFGZ	C(CC1(C(O)OCC1O)O)=O	48.9937	C6H10O5	162.052825	-1.8953	-0.094	5	3	86.99	-3.2699
G4	PHOMSVLWTNWJQD	C(C1C(C(C(CO)O1)N)O)=O	102.559	C6H11NO4	161.068809	-2.9723	-0.226	5	3	92.78	-2.1629
G4	AOKRTHUUOAJDON	C(C1C(C(C(CO1)O)O)N)=O	501.55	C6H11NO4	161.068809	-2.8804	-0.226	5	3	92.78	-4.842
G4	BZSXQPCXNTVLRI	C(C1C(C(C(CO1)O)N)O)=O	491.551	C6H11NO4	161.068809	-2.8804	-0.226	5	3	92.78	-1.5576
G4	NRJRCJOZSBAZRE	C1(COC(C(C(C1)O)N)O)=O	60.6924	C6H11NO4	161.068809	-1.9309	-0.275	5	3	92.78	2.5241
G4	BZPJBBKHRQNLHH	C(CC(C(O)=O)N)(CCO)=O	23.7339	C6H11NO4	161.068809	-3.6076	-0.361	5	3	100.62	-14.276
G4	KYSSEPZEDNSYSI	C(C(CCC(CO)=O)N)(O)=O	39.379	C6H11NO4	161.068809	-3.6076	-0.361	5	3	100.62	-20.832
G4	NAVAIDXGNSPOQM	C(C(CC(C(C)=O)O)N)(O)=O	41.0546	C6H11NO4	161.068809	-3.7027	-0.469	5	3	100.62	-9.5884
G4	FXHVKLUXJWCQKR	C(CC(CC(C(O)=O)N)O)=O	20.527	C6H11NO4	161.068809	-3.7887	-0.525	5	3	100.62	-12.499
G4	DVMPEVOBVDWDFV	C1(CO)C(C(C(C=1)=O)O)O	28.9585	C6H8O4	144.04226	-1.4645	-0.123	4	3	77.76	1.0469
G4	KYRGLCFGDZITJW	C1(CC(C(C1O)=CN)O)=O	21.9832	C6H9NO3	143.058244	-1.8449	-0.651	4	3	83.55	1.7432
G4	FUQFJSXHHJOPQG	C1(CO)CC(C(C=1N)=O)O	45.7127	C6H9NO3	143.058244	-1.51	-0.529	4	3	83.55	-2.7521
G4	HTKBHXXJLWKUER	C1(C(C(C(C1)=CN)O)O)=O	51.3625	C6H9NO3	143.058244	-1.8449	-0.651	4	3	83.55	0.89261
G4	SHDZLZZWMOHLOD	C1(CN)C(C(C(C=1)=O)O)O	645.494	C6H9NO3	143.058244	-1.8623	-0.199	4	3	83.55	1.2759
G4	FAQGWPOGPYCDSR	C1(C)C(C(C(C=1N)=O)O)O	936.44	C6H9NO3	143.058244	-1.4354	-0.637	4	3	83.55	0.30323
G4	URNDFAGQYGTJSB	C1CC(C(C(C=1N)=O)O)O	444.143	C6H9NO3	143.058244	-1.5336	-0.783	4	3	83.55	0.57153
