Generation	Inchi	Smiles	Pathway
G4	FDHONSYJFRAIAS	C(CN)(C(CO)O)=CC=O	['C(CN)(C(CO)O)=CC=O', ['40214_0', 'Elimination2'], 'C(CC(CN)(C(CO)O)O)=O', ['365_0', 'Aldol Condensation'], 'C(CN)(C(CO)O)=O', ['49_0', 'Amadori/Heyns Rearrangement'], 'N']
G4	JRTWEASCCLVLEV	C(C(CO)(C(CN)O)O)=CC=O	['C(C(CO)(C(CN)O)O)=CC=O', ['40245_0', 'Elimination2'], 'C(CC(C(CO)(C(CN)O)O)O)=O', ['383_0', 'Aldol Condensation'], 'C(C(CO)(C(CN)O)O)=O', ['67_0', 'Knoevenagel C'], 'C(C(CO)O)=O', ['5_0', 'Aldol Condensation'], 'C=O']
G4	UMAKYZYYOVNWPU	C(C(CO)(CO)O)=C(C=O)C=O	['C(C(CO)(CO)O)=C(C=O)C=O', ['40247_0', 'Elimination2'], 'C(C(C=O)C(C(CO)(CO)O)O)=O', ['385_0', 'Aldol Condensation'], 'C(C(CO)(CO)O)=O', ['71_0', 'Knoevenagel C'], 'C=O']
G4	LTIRHYWIMKFVNY	C(C(CO)(CO)O)=CC(C=O)=O	['C(C(CO)(CO)O)=CC(C=O)=O', ['40249_0', 'Elimination2'], 'C(C(CC(C(CO)(CO)O)O)=O)=O', ['387_0', 'Aldol Condensation'], 'C(C(CO)(CO)O)=O', ['71_0', 'Knoevenagel C'], 'C=O']
G4	SQFYXQYOJZICDA	C(C(CO)(CO)O)=CC=O	['C(C(CO)(CO)O)=CC=O', ['40251_0', 'Elimination2'], 'C(CC(C(CO)(CO)O)O)=O', ['389_0', 'Aldol Condensation'], 'C(C(CO)(CO)O)=O', ['71_0', 'Knoevenagel C'], 'C=O']
G4	DSCPALJJKCCNIZ	C(C(CO)(C(CO)O)O)=CC=O	['C(C(CO)(C(CO)O)O)=CC=O', ['40253_0', 'Elimination2'], 'C(CC(C(CO)(C(CO)O)O)O)=O', ['391_0', 'Aldol Condensation'], 'C(C(CO)(C(CO)O)O)=O', ['73_0', 'Knoevenagel C'], 'C=O']
G4	APSOPWHOWFWDRN	C(C(C(CO)N)O)=C(C=O)C=O	['C(C(C(CO)N)O)=C(C=O)C=O', ['40330_0', 'Elimination2'], 'C(C(C=O)C(C(C(CO)N)O)O)=O', ['433_0', 'Aldol Condensation'], 'C(CC=O)=O', ['86_0', 'Elimination + enol to keto'], 'C(C(CO)O)=O', ['5_0', 'Aldol Condensation'], 'C=O']
G4	GPUZGABGMBRHQT	C(C(C(CO)N)O)=CC(C=O)=O	['C(C(C(CO)N)O)=CC(C=O)=O', ['40417_0', 'Elimination2'], 'C(C(CC(C(C(CO)N)O)O)=O)=O', ['483_0', 'Aldol Condensation'], 'C(C(C)=O)=O', ['88_0', 'Elimination + enol to keto'], 'C(C(CO)O)=O', ['5_0', 'Aldol Condensation'], 'C=O']
G4	RJDHVBIKMLRZBR	C=C(C(C=O)=O)C(C(CN)O)O	['C=C(C(C=O)=O)C(C(CN)O)O', ['40435_0', 'Elimination2'], 'C(C(C(CO)C(C(CN)O)O)=O)=O', ['491_0', 'Aldol Condensation'], 'C(C(CCO)=O)=O', ['90_0', 'Elimination + enol to keto'], 'C(C(C(CO)O)O)=O', ['7_0', 'Aldol Condensation'], 'C(CO)=O']
G4	GVZDTJRVVJRUQP	C(C(CN)O)=C(C(C=O)=O)CO	['C(C(CN)O)=C(C(C=O)=O)CO', ['40437_0', 'Elimination2'], 'C(C(C(CO)C(C(CN)O)O)=O)=O', ['491_0', 'Aldol Condensation'], 'C(C(CCO)=O)=O', ['90_0', 'Elimination + enol to keto'], 'C(C(C(CO)O)O)=O', ['7_0', 'Aldol Condensation'], 'C(CO)=O']
G4	RHIWKLCYKZJXEF	C(C=C(C=O)C(C(CN)O)O)=O	['C(C=C(C=O)C(C(CN)O)O)=O', ['40452_0', 'Elimination2'], 'C(C(C(C(CN)O)O)C(C=O)O)=O', ['499_0', 'Aldol Condensation'], 'C(CC(C=O)O)=O', ['92_0', 'Elimination + enol to keto'], 'C(C(C(CO)O)O)=O', ['7_0', 'Aldol Condensation'], 'C(CO)=O']
G4	YHBRGHQBJOMDIO	C(C(C(C=O)=CC(CN)O)O)=O	['C(C(C(C=O)=CC(CN)O)O)=O', ['40454_0', 'Elimination2'], 'C(C(C(C(CN)O)O)C(C=O)O)=O', ['499_0', 'Aldol Condensation'], 'C(CC(C=O)O)=O', ['92_0', 'Elimination + enol to keto'], 'C(C(C(CO)O)O)=O', ['7_0', 'Aldol Condensation'], 'C(CO)=O']
G4	BNOLPRGBTSCSBD	C(C(CN)O)=C(C=O)C(CO)=O	['C(C(CN)O)=C(C=O)C(CO)=O', ['40469_0', 'Elimination2'], 'C(C(C(CO)=O)C(C(CN)O)O)=O', ['509_0', 'Aldol Condensation'], 'C(CC(CO)=O)=O', ['94_0', 'Elimination + enol to keto'], 'C(C(C(CO)O)O)=O', ['7_0', 'Aldol Condensation'], 'C(CO)=O']
G4	RALMVPSLLXPIAU	C(C(C(C=CC(CN)O)=O)O)=O	['C(C(C(C=CC(CN)O)=O)O)=O', ['40483_0', 'Elimination2'], 'C(C(C(CC(C(CN)O)O)=O)O)=O', ['519_0', 'Aldol Condensation'], 'C(C(C(C)=O)O)=O', ['96_0', 'Elimination + enol to keto'], 'C(C(C(CO)O)O)=O', ['7_0', 'Aldol Condensation'], 'C(CO)=O']
G4	DZCJBYFKHWRFPH	C(C(C(CO)N)O)=CC=O	['C(C(C(CO)N)O)=CC=O', ['40505_0', 'Elimination2'], 'C(CC(C(C(CO)N)O)O)=O', ['531_0', 'Aldol Condensation'], 'C(C)=O', ['98_0', 'Elimination + enol to keto'], 'C(CO)O', ['15_0', 'Cannizarro 2, HCHO (oxidation)'], 'C=O']
G4	HSOKHBXSDGOGOE	C(C(CO)O)=C(C(CO)=O)N	['C(C(CO)O)=C(C(CO)=O)N', ['40509_0', 'Elimination2'], 'C(CO)(C(C(C(CO)O)O)N)=O', ['537_0', 'Aldol Condensation'], 'C(C(CO)O)=O', ['5_0', 'Aldol Condensation'], 'C=O']
G4	HIJFKXPRWSICTL	C(C(CO)O)=C(C(C=O)=O)CO	['C(C(CO)O)=C(C(C=O)=O)CO', ['40516_0', 'Elimination2'], 'C(C(C(CO)C(C(CO)O)O)=O)=O', ['545_0', 'Aldol Condensation'], 'C(C(CO)O)=O', ['5_0', 'Aldol Condensation'], 'C=O']
G4	KPHHNFHJVQFRKU	C=C(C(C=O)=O)C(C(CO)O)O	['C=C(C(C=O)=O)C(C(CO)O)O', ['40518_0', 'Elimination2'], 'C(C(C(CO)C(C(CO)O)O)=O)=O', ['545_0', 'Aldol Condensation'], 'C(C(CO)O)=O', ['5_0', 'Aldol Condensation'], 'C=O']
G4	LTEJFAGLZBOEOX	C(C(C(C=O)=CC(CO)O)O)=O	['C(C(C(C=O)=CC(CO)O)O)=O', ['40520_0', 'Elimination2'], 'C(C(C(C(CO)O)O)C(C=O)O)=O', ['547_0', 'Aldol Condensation'], 'C(C(CO)O)=O', ['5_0', 'Aldol Condensation'], 'C=O']
G4	DJIKJSRAGJGUJU	C(C=C(C=O)C(C(CO)O)O)=O	['C(C=C(C=O)C(C(CO)O)O)=O', ['40522_0', 'Elimination2'], 'C(C(C(C(CO)O)O)C(C=O)O)=O', ['547_0', 'Aldol Condensation'], 'C(C(CO)O)=O', ['5_0', 'Aldol Condensation'], 'C=O']
G4	RTWVABKNKOFSPR	C(C(CO)O)=C(C=O)C(CO)=O	['C(C(CO)O)=C(C=O)C(CO)=O', ['40524_0', 'Elimination2'], 'C(C(C(CO)=O)C(C(CO)O)O)=O', ['549_0', 'Aldol Condensation'], 'C(C(CO)O)=O', ['5_0', 'Aldol Condensation'], 'C=O']
G4	SJAWSEOWMCPSQY	C(C(C(C=CC(CO)O)=O)O)=O	['C(C(C(C=CC(CO)O)=O)O)=O', ['40526_0', 'Elimination2'], 'C(C(C(CC(C(CO)O)O)=O)O)=O', ['553_0', 'Aldol Condensation'], 'C(C(CO)O)=O', ['5_0', 'Aldol Condensation'], 'C=O']
G4	RMZAPPNFJZCTJK	C(C(C(CO)O)O)=C(C=O)C=O	['C(C(C(CO)O)O)=C(C=O)C=O', ['40530_0', 'Elimination2'], 'C(C(C=O)C(C(C(CO)O)O)O)=O', ['557_0', 'Aldol Condensation'], 'C(C(C(CO)O)O)=O', ['7_0', 'Aldol Condensation'], 'C(CO)=O']
G4	NQAFOFVDMKMJNZ	C(C(C(CO)O)O)=CC(C=O)=O	['C(C(C(CO)O)O)=CC(C=O)=O', ['40532_0', 'Elimination2'], 'C(C(CC(C(C(CO)O)O)O)=O)=O', ['559_0', 'Aldol Condensation'], 'C(C(C(CO)O)O)=O', ['7_0', 'Aldol Condensation'], 'C(CO)=O']
G4	FWHVARNGXXGMQK	C(C(C(CO)O)O)=CC=O	['C(C(C(CO)O)O)=CC=O', ['40534_0', 'Elimination2'], 'C(CC(C(C(CO)O)O)O)=O', ['561_0', 'Aldol Condensation'], 'C(C(C(CO)O)O)=O', ['7_0', 'Aldol Condensation'], 'C(CO)=O']
G4	OFAHGTGUAHNSJB	C(CO)(CO)=C(C=O)N	['C(CO)(CO)=C(C=O)N', ['40557_0', 'Elimination2'], 'C(C(C(CO)(CO)O)N)=O', ['573_0', 'Aldol Condensation'], 'C(CN)=O', ['10_0', 'Amadori/Heyns Rearrangement'], 'N']
G4	SLKVBPBIIJEMHT	C(CO)(C(C=CN)O)=O	['C(CO)(C(C=CN)O)=O', ['40559_0', 'Elimination2'], 'C(CO)(C(C(CN)O)O)=O', ['575_0', 'Aldol Condensation'], 'C(CN)=O', ['10_0', 'Amadori/Heyns Rearrangement'], 'N']
G4	CTMLRXPPMFYSHU	C(CO)(C(CO)O)=C(C=O)N	['C(CO)(C(CO)O)=C(C=O)N', ['40561_0', 'Elimination2'], 'C(C(C(CO)(C(CO)O)O)N)=O', ['577_0', 'Aldol Condensation'], 'C(CN)=O', ['10_0', 'Amadori/Heyns Rearrangement'], 'N']
G4	KAAWDNJBCKJRDH	C(C(CO)O)(C(C=CN)O)=O	['C(C(CO)O)(C(C=CN)O)=O', ['40563_0', 'Elimination2'], 'C(C(C(CN)O)O)(C(CO)O)=O', ['579_0', 'Aldol Condensation'], 'C(CN)=O', ['10_0', 'Amadori/Heyns Rearrangement'], 'N']
G4	GDYDQIBVDDBTKD	C(C(CO)(CO)O)=C(C=O)N	['C(C(CO)(CO)O)=C(C=O)N', ['40601_0', 'Elimination2'], 'C(C(C(C(CO)(CO)O)O)N)=O', ['605_0', 'Aldol Condensation'], 'C(CN)=O', ['10_0', 'Amadori/Heyns Rearrangement'], 'N']
G4	RXTCDYBAXAIWQY	C=C(C(C(CO)O)=O)N	['C=C(C(C(CO)O)=O)N', ['40698_0', 'Elimination2'], 'C(C(CO)O)(C(CO)N)=O', ['672_0', 'Aldol Condensation'], 'C=O']
G4	MOIMZFACFQSPDP	C(C(C=C(CO)N)O)=O	['C(C(C=C(CO)N)O)=O', ['40727_0', 'Elimination2'], 'C(C(C(C(CO)N)O)O)=O', ['697_0', 'Aldol Condensation'], 'C(CO)=O']
G4	UQYGFRWRTGPXFS	C(C(C=C(C(CO)O)N)O)=O	['C(C(C=C(C(CO)O)N)O)=O', ['40731_0', 'Elimination2'], 'C(C(C(C(C(CO)O)N)O)O)=O', ['701_0', 'Aldol Condensation'], 'C(CO)=O']
G4	RHVJQERBUIRIHE	C(C(C(CO)=CN)O)=O	['C(C(C(CO)=CN)O)=O', ['40739_0', 'Elimination2'], 'C(C(C(CO)(CN)O)O)=O', ['723_0', 'Aldol Condensation'], 'C(CO)=O']
G4	PYNCHEORTDAOFI	C(CO)=C(C(CO)=O)N	['C(CO)=C(C(CO)=O)N', ['40741_0', 'Elimination2'], 'C(CO)(C(C(CO)O)N)=O', ['727_0', 'Aldol Condensation'], 'C(CO)=O']
G4	YQKZJNCZOONWHP	C(C(C(C(CO)O)=CN)O)=O	['C(C(C(C(CO)O)=CN)O)=O', ['40743_0', 'Elimination2'], 'C(C(C(CN)(C(CO)O)O)O)=O', ['729_0', 'Aldol Condensation'], 'C(CO)=O']
G4	LPZZCHJUXSRTSG	C(CO)=C(C(C(CO)O)=O)N	['C(CO)=C(C(C(CO)O)=O)N', ['40745_0', 'Elimination2'], 'C(C(CO)O)(C(C(CO)O)N)=O', ['731_0', 'Aldol Condensation'], 'C(CO)=O']
G4	FAHMSMCMZKDIFM	C=C(C(C(CO)O)O)N	['C=C(C(C(CO)O)O)N', ['40915_0', 'Elimination2'], 'C(C(C(C(CO)N)O)O)O', ['1130_0', 'Cannizarro 2, HCHO (oxidation)'], 'C=O']
G4	TVNDIJLBLRJCOD	C=C(C(C(C(CO)O)O)O)N	['C=C(C(C(C(CO)O)O)O)N', ['40918_0', 'Elimination2'], 'C(C(C(C(C(CO)N)O)O)O)O', ['1132_0', 'Cannizarro 2, HCHO (oxidation)'], 'C=O']
G4	GEAHJGBFLRJOKW	C(C(C=C)(C(C(CO)O)O)N)=O	['C(C(C=C)(C(C(CO)O)O)N)=O', ['40977_0', 'Elimination2'], 'C(C(C(C)O)(C(C(CO)O)O)N)=O', ['1250_0', 'Knoevenagel C'], 'C(C(C(C(CO)O)O)N)=O', ['19_0', 'Aldol Condensation'], 'C(C(CO)O)=O', ['5_0', 'Aldol Condensation'], 'C=O']
G4	BVXMMNFKBCPEBB	C(C(C(C=O)=CCO)(CO)N)=O	['C(C(C(C=O)=CCO)(CO)N)=O', ['41004_0', 'Elimination2'], 'C(C(CO)(C(C=O)(CCO)O)N)=O', ['1280_0', 'Knoevenagel C'], 'C(C(CO)N)=O', ['25_0', 'Aldol Condensation'], 'C=O']
G4	XVMFBFPRHOAFEZ	C(C(C=CC(C=O)O)(CO)N)=O	['C(C(C=CC(C=O)O)(CO)N)=O', ['41010_0', 'Elimination2'], 'C(C(CO)(C(CC(C=O)O)O)N)=O', ['1286_0', 'Knoevenagel C'], 'C(C(CO)N)=O', ['25_0', 'Aldol Condensation'], 'C=O']
G4	RQNUZJMCNWGBLA	C(C(C=CC(CO)=O)(CO)N)=O	['C(C(C=CC(CO)=O)(CO)N)=O', ['41012_0', 'Elimination2'], 'C(C(CO)(C(CC(CO)=O)O)N)=O', ['1288_0', 'Knoevenagel C'], 'C(C(CO)N)=O', ['25_0', 'Aldol Condensation'], 'C=O']
G4	AFEHGUVVZBBMJO	C(C(C(CO)=CC=O)(CO)N)=O	['C(C(C(CO)=CC=O)(CO)N)=O', ['41014_0', 'Elimination2'], 'C(C(CO)(C(CO)(CC=O)O)N)=O', ['1290_0', 'Knoevenagel C'], 'C(C(CO)N)=O', ['25_0', 'Aldol Condensation'], 'C=O']
G4	YVBSWIMEFYDNLY	C(C(C(C)=O)(C=C(CO)N)O)=O	['C(C(C(C)=O)(C=C(CO)N)O)=O', ['41017_0', 'Elimination2'], 'C(C(C(C)=O)(C(C(CO)N)O)O)=O', ['1292_0', 'Knoevenagel C'], 'C(C(CO)N)=O', ['25_0', 'Aldol Condensation'], 'C=O']
G4	BXKYIIUXORBHFS	C(C(C(C(C=O)O)=C)(CO)N)=O	['C(C(C(C(C=O)O)=C)(CO)N)=O', ['41019_0', 'Elimination2'], 'C(C(CO)(C(C)(C(C=O)O)O)N)=O', ['1296_0', 'Knoevenagel C'], 'C(C(CO)N)=O', ['25_0', 'Aldol Condensation'], 'C=O']
G4	UAXSVGMKIGOPFX	C(C(C=C)(C(C(CO)O)O)O)=O	['C(C(C=C)(C(C(CO)O)O)O)=O', ['41029_0', 'Elimination2'], 'C(C(C(C)O)(C(C(CO)O)O)O)=O', ['1304_0', 'Knoevenagel C'], 'C(C(C(C(CO)O)O)O)=O', ['27_0', 'Aldol Condensation'], 'C(CO)=O']
G4	CRRMXSYYXYKJPT	C(C(C=CC=O)(C(CN)O)O)=O	['C(C(C=CC=O)(C(CN)O)O)=O', ['41033_0', 'Elimination2'], 'C(C(C(CC=O)O)(C(CN)O)O)=O', ['1308_0', 'Knoevenagel C'], 'C(C(C(CN)O)O)=O', ['31_0', 'Aldol Condensation'], 'C(CO)=O']
G4	OMZWLFKOUCVWAG	C(C(C(C=O)=C)(C(CN)O)O)=O	['C(C(C(C=O)=C)(C(CN)O)O)=O', ['41036_0', 'Elimination2'], 'C(C(C(CN)O)(C(C=O)(C)O)O)=O', ['1310_0', 'Knoevenagel C'], 'C(C(C(CN)O)O)=O', ['31_0', 'Aldol Condensation'], 'C(CO)=O']
G4	UJIVIRNOTYJJFU	C(C(C=C)(C(CN)O)O)=O	['C(C(C=C)(C(CN)O)O)=O', ['41040_0', 'Elimination2'], 'C(C(C(C)O)(C(CN)O)O)=O', ['1314_0', 'Knoevenagel C'], 'C(C(C(CN)O)O)=O', ['31_0', 'Aldol Condensation'], 'C(CO)=O']
G4	CEMDDSOPNGNGIQ	C(C(C=CC=O)(C(CO)O)N)=O	['C(C(C=CC=O)(C(CO)O)N)=O', ['41042_0', 'Elimination2'], 'C(C(C(CC=O)O)(C(CO)O)N)=O', ['1318_0', 'Knoevenagel C'], 'C(C(C(CO)O)N)=O', ['33_0', 'Aldol Condensation'], 'C(CO)=O']
G4	UUPKULQSHVYPTQ	C(C(C(C=O)=C)(C(CO)O)N)=O	['C(C(C(C=O)=C)(C(CO)O)N)=O', ['41044_0', 'Elimination2'], 'C(C(C(CO)O)(C(C=O)(C)O)N)=O', ['1320_0', 'Knoevenagel C'], 'C(C(C(CO)O)N)=O', ['33_0', 'Aldol Condensation'], 'C(CO)=O']
G4	MUIRTCICPYALGY	C(C(C=C)(C(CO)O)N)=O	['C(C(C=C)(C(CO)O)N)=O', ['41046_0', 'Elimination2'], 'C(C(C(CO)O)(C(C)O)N)=O', ['1324_0', 'Knoevenagel C'], 'C(C(C(CO)O)N)=O', ['33_0', 'Aldol Condensation'], 'C(CO)=O']
G4	ZGBBQZHMBVYDOS	C(C(C(C=O)=C(CO)N)O)=O	['C(C(C(C=O)=C(CO)N)O)=O', ['41053_0', 'Elimination2'], 'C(C(C(CO)N)(C(C=O)O)O)=O', ['1342_0', 'Knoevenagel C'], 'C(C=O)=O', ['35_0', 'Benzilic Acid Rearrangement (inverse)'], 'C(CO)(O)=O', ['17_0', 'Cannizarro 2, HCHO (reduction)'], 'C=O']
G4	CQAOSSBGYCSZEE	C(N)=C(C=O)C(CO)(CO)O	['C(N)=C(C=O)C(CO)(CO)O', ['41056_0', 'Elimination2'], 'C(C(CN)(C(CO)(CO)O)O)=O', ['1348_0', 'Knoevenagel C'], 'C(CO)(CO)=O', ['39_0', 'Keto-enol migration twice'], 'C(C(CO)O)=O', ['5_0', 'Aldol Condensation'], 'C=O']
G4	UMHOJKRAGQASMZ	C(CO)(C(C=CC=O)(CO)O)=O	['C(CO)(C(C=CC=O)(CO)O)=O', ['41058_0', 'Elimination2'], 'C(CC(C(C(CO)=O)(CO)O)O)=O', ['1350_0', 'Knoevenagel C'], 'C(CO)(C(CO)O)=O', ['41_0', 'Keto-enol migration twice'], 'C(C(C(CO)O)O)=O', ['7_0', 'Aldol Condensation'], 'C(CO)=O']
G4	JCMDTTIPZVRGJR	C(CO)(C(C(C=O)=C)(CO)O)=O	['C(CO)(C(C(C=O)=C)(CO)O)=O', ['41060_0', 'Elimination2'], 'C(C(C)(C(C(CO)=O)(CO)O)O)=O', ['1352_0', 'Knoevenagel C'], 'C(CO)(C(CO)O)=O', ['41_0', 'Keto-enol migration twice'], 'C(C(C(CO)O)O)=O', ['7_0', 'Aldol Condensation'], 'C(CO)=O']
G4	PDRORZRPYUMUBN	C(CO)(C(C=C)(CO)O)=O	['C(CO)(C(C=C)(CO)O)=O', ['41062_0', 'Elimination2'], 'C(CO)(C(CO)(C(C)O)O)=O', ['1356_0', 'Knoevenagel C'], 'C(CO)(C(CO)O)=O', ['41_0', 'Keto-enol migration twice'], 'C(C(C(CO)O)O)=O', ['7_0', 'Aldol Condensation'], 'C(CO)=O']
G4	SEYISQMWYRWKOM	C(C(C(C)=O)(C(CO)=CN)O)=O	['C(C(C(C)=O)(C(CO)=CN)O)=O', ['41066_0', 'Elimination2'], 'C(C(C(C)=O)(C(CO)(CN)O)O)=O', ['1360_0', 'Knoevenagel C'], 'C(CO)(CN)=O', ['47_0', 'Amadori/Heyns Rearrangement'], 'N']
G4	ZOGBMBBHQBLLEW	C(CN)(C(C=CC=O)(CO)O)=O	['C(CN)(C(C=CC=O)(CO)O)=O', ['41072_0', 'Elimination2'], 'C(CC(C(C(CN)=O)(CO)O)O)=O', ['1364_0', 'Knoevenagel C'], 'C(CN)(C(CO)O)=O', ['49_0', 'Amadori/Heyns Rearrangement'], 'N']
G4	MYPSBIVCNAMUIB	C(CN)(C(C(C=O)=C)(CO)O)=O	['C(CN)(C(C(C=O)=C)(CO)O)=O', ['41074_0', 'Elimination2'], 'C(C(C)(C(C(CN)=O)(CO)O)O)=O', ['1366_0', 'Knoevenagel C'], 'C(CN)(C(CO)O)=O', ['49_0', 'Amadori/Heyns Rearrangement'], 'N']
G4	GHMPZBKLGSHJOV	C(CN)(C(C=C)(CO)O)=O	['C(CN)(C(C=C)(CO)O)=O', ['41076_0', 'Elimination2'], 'C(CN)(C(CO)(C(C)O)O)=O', ['1370_0', 'Knoevenagel C'], 'C(CN)(C(CO)O)=O', ['49_0', 'Amadori/Heyns Rearrangement'], 'N']
G4	ALPCBSFUTWVXAR	C(C(C=CC=O)(CO)O)(O)=O	['C(C(C=CC=O)(CO)O)(O)=O', ['41082_0', 'Elimination2'], 'C(C(CO)(C(CC=O)O)O)(O)=O', ['1374_0', 'Knoevenagel C'], 'C(C(CO)O)(O)=O', ['59_0', 'Cannizarro 2, HCHO (reduction)'], 'C=O']
G4	NXOPEAHRDGJIID	C(C(C(C=O)=C)(CO)O)(O)=O	['C(C(C(C=O)=C)(CO)O)(O)=O', ['41084_0', 'Elimination2'], 'C(C(CO)(C(C=O)(C)O)O)(O)=O', ['1376_0', 'Knoevenagel C'], 'C(C(CO)O)(O)=O', ['59_0', 'Cannizarro 2, HCHO (reduction)'], 'C=O']
G4	SLQLBHNBWFDOTA	C(C(C=C)(CO)O)(O)=O	['C(C(C=C)(CO)O)(O)=O', ['41086_0', 'Elimination2'], 'C(C(CO)(C(C)O)O)(O)=O', ['1380_0', 'Knoevenagel C'], 'C(C(CO)O)(O)=O', ['59_0', 'Cannizarro 2, HCHO (reduction)'], 'C=O']
G4	UBOBDYAIMZCIFV	C(C(C=C)(C(CO)O)O)(O)=O	['C(C(C=C)(C(CO)O)O)(O)=O', ['41089_0', 'Elimination2'], 'C(C(C(CO)O)(C(C)O)O)(O)=O', ['1384_0', 'Knoevenagel C'], 'C(C(C(CO)O)O)(O)=O', ['61_0', 'Cannizarro 2, HCHO (reduction)'], 'C=O']
G4	FEWWEYYSJOOJDQ	C(C(C=C)(C(CN)O)O)(O)=O	['C(C(C=C)(C(CN)O)O)(O)=O', ['41092_0', 'Elimination2'], 'C(C(C(C)O)(C(CN)O)O)(O)=O', ['1386_0', 'Knoevenagel C'], 'C(C(C(CN)O)O)(O)=O', ['82_0', 'Knoevenagel H'], 'C(CN)=O', ['10_0', 'Amadori/Heyns Rearrangement'], 'N']
G4	XCZLYYGHXXNUCO	C(C(C=CC=O)(C(CO)N)O)=O	['C(C(C=CC=O)(C(CO)N)O)=O', ['41100_0', 'Elimination2'], 'C(C(C(CC=O)O)(C(CO)N)O)=O', ['1392_0', 'Knoevenagel C'], 'C(CC=O)=O', ['86_0', 'Elimination + enol to keto'], 'C(C(CO)O)=O', ['5_0', 'Aldol Condensation'], 'C=O']
G4	QGAWCLKUXYLCGU	C(CC(C(C=O)=C(CO)N)O)=O	['C(CC(C(C=O)=C(CO)N)O)=O', ['41102_0', 'Elimination2'], 'C(C(C(CC=O)O)(C(CO)N)O)=O', ['1392_0', 'Knoevenagel C'], 'C(CC=O)=O', ['86_0', 'Elimination + enol to keto'], 'C(C(CO)O)=O', ['5_0', 'Aldol Condensation'], 'C=O']
G4	ICOOMRRCGUWGJT	C(C(C(C=O)=C)(C(CO)N)O)=O	['C(C(C(C=O)=C)(C(CO)N)O)=O', ['41113_0', 'Elimination2'], 'C(C(C(CO)N)(C(C=O)(C)O)O)=O', ['1402_0', 'Knoevenagel C'], 'C(C(C)=O)=O', ['88_0', 'Elimination + enol to keto'], 'C(C(CO)O)=O', ['5_0', 'Aldol Condensation'], 'C=O']
G4	WQKWKLDDUPJTJR	C(C(C(C=O)=C(CO)N)(C)O)=O	['C(C(C(C=O)=C(CO)N)(C)O)=O', ['41115_0', 'Elimination2'], 'C(C(C(CO)N)(C(C=O)(C)O)O)=O', ['1402_0', 'Knoevenagel C'], 'C(C(C)=O)=O', ['88_0', 'Elimination + enol to keto'], 'C(C(CO)O)=O', ['5_0', 'Aldol Condensation'], 'C=O']
G4	FUOPZGTWXBTJNI	C(C)(C(C(C=O)=C(CO)N)O)=O	['C(C)(C(C(C=O)=C(CO)N)O)=O', ['41118_0', 'Elimination2'], 'C(C(C(CO)N)(C(C(C)=O)O)O)=O', ['1404_0', 'Knoevenagel C'], 'C(C(C)=O)=O', ['88_0', 'Elimination + enol to keto'], 'C(C(CO)O)=O', ['5_0', 'Aldol Condensation'], 'C=O']
G4	CXAPZELPXHTZDZ	C(C(C(C=O)=CCO)(CN)O)=O	['C(C(C(C=O)=CCO)(CN)O)=O', ['41121_0', 'Elimination2'], 'C(C(CCO)(C(C=O)(CN)O)O)=O', ['1406_0', 'Knoevenagel C'], 'C(C(CCO)=O)=O', ['90_0', 'Elimination + enol to keto'], 'C(C(C(CO)O)O)=O', ['7_0', 'Aldol Condensation'], 'C(CO)=O']
G4	UQQGZTYCQHBBNS	C(C(C(C=O)=CN)(CCO)O)=O	['C(C(C(C=O)=CN)(CCO)O)=O', ['41124_0', 'Elimination2'], 'C(C(CCO)(C(C=O)(CN)O)O)=O', ['1406_0', 'Knoevenagel C'], 'C(C(CCO)=O)=O', ['90_0', 'Elimination + enol to keto'], 'C(C(C(CO)O)O)=O', ['7_0', 'Aldol Condensation'], 'C(CO)=O']
G4	ZNZGSWJFHWQRMH	C(CCO)(C(C(C=O)=CN)O)=O	['C(CCO)(C(C(C=O)=CN)O)=O', ['41127_0', 'Elimination2'], 'C(C(CN)(C(C(CCO)=O)O)O)=O', ['1408_0', 'Knoevenagel C'], 'C(C(CCO)=O)=O', ['90_0', 'Elimination + enol to keto'], 'C(C(C(CO)O)O)=O', ['7_0', 'Aldol Condensation'], 'C(CO)=O']
G4	BHCZXNPXBRBVBP	C(CC(C(C(C=O)=CN)O)O)=O	['C(CC(C(C(C=O)=CN)O)O)=O', ['41130_0', 'Elimination2'], 'C(C(CN)(C(C(CC=O)O)O)O)=O', ['1410_0', 'Knoevenagel C'], 'C(CC(C=O)O)=O', ['92_0', 'Elimination + enol to keto'], 'C(C(C(CO)O)O)=O', ['7_0', 'Aldol Condensation'], 'C(CO)=O']
G4	UUDJPSZBPBCBSN	C(C(C=CC(C=O)O)(CN)O)=O	['C(C(C=CC(C=O)O)(CN)O)=O', ['41133_0', 'Elimination2'], 'C(C(CN)(C(CC(C=O)O)O)O)=O', ['1412_0', 'Knoevenagel C'], 'C(CC(C=O)O)=O', ['92_0', 'Elimination + enol to keto'], 'C(C(C(CO)O)O)=O', ['7_0', 'Aldol Condensation'], 'C(CO)=O']
