Generation	Inchi	Smiles	Pathway
G4	WRVCSFXBOVGPSE	C1C(CN)(CC(O)O1)O	['C1C(CN)(CC(O)O1)O', ['63611_0', 'Hemiacetal Formation for 5 membered rings'], 'C(CC(CO)(CN)O)=O', ['702_0', 'Aldol Condensation'], 'C(CO)(CN)=O', ['55_0', 'Retro Aldol'], 'C(CN)(C(C(C(CO)O)O)O)=O', ['9_0', 'Amadori/Heyns Rearrangement'], 'N']
G4	OKLAKKQQBOAUCA	C1(C(O)OC(C)(C(CO)O)C1)=O	['C1(C(O)OC(C)(C(CO)O)C1)=O', ['63638_0', 'Hemiacetal Formation for 5 membered rings'], 'C(C(CC(C)(C(CO)O)O)=O)=O', ['735_0', 'Aldol Condensation'], 'C(C(C)=O)=O', ['57_0', 'Retro Aldol'], 'C(C(CC(C(CO)O)O)=O)=O', ['14_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	WWQIJZRUBJWUDD	C(C1(CC(C)(C(CO)O1)O)O)=O	['C(C1(CC(C)(C(CO)O1)O)O)=O', ['63640_0', 'Hemiacetal Formation for 5 membered rings'], 'C(C(CC(C)(C(CO)O)O)=O)=O', ['735_0', 'Aldol Condensation'], 'C(C(C)=O)=O', ['57_0', 'Retro Aldol'], 'C(C(CC(C(CO)O)O)=O)=O', ['14_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	HESDFIQLYVLURP	C1(C(O)OC(CO)(CCO)C1)=O	['C1(C(O)OC(CO)(CCO)C1)=O', ['63655_0', 'Hemiacetal Formation for 5 membered rings'], 'C(C(CC(CO)(CCO)O)=O)=O', ['750_0', 'Aldol Condensation'], 'C(C(C)=O)=O', ['57_0', 'Retro Aldol'], 'C(C(CC(C(CO)O)O)=O)=O', ['14_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	YVFJZUQNJNSYEI	C(C1(CC(CO1)(CCO)O)O)=O	['C(C1(CC(CO1)(CCO)O)O)=O', ['63657_0', 'Hemiacetal Formation for 5 membered rings'], 'C(C(CC(CO)(CCO)O)=O)=O', ['750_0', 'Aldol Condensation'], 'C(C(C)=O)=O', ['57_0', 'Retro Aldol'], 'C(C(CC(C(CO)O)O)=O)=O', ['14_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	NXSFEGYQOBOWPL	C(CO)(C1COC(C)(C1O)O)=O	['C(CO)(C1COC(C)(C1O)O)=O', ['63659_0', 'Hemiacetal Formation for 5 membered rings'], 'C(CO)(C(CO)C(C(C)=O)O)=O', ['756_0', 'Aldol Condensation'], 'C(C(C)=O)=O', ['57_0', 'Retro Aldol'], 'C(C(CC(C(CO)O)O)=O)=O', ['14_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	NMNUETMBXGSITE	C(CO)(C1COC(C1(C)O)O)=O	['C(CO)(C1COC(C1(C)O)O)=O', ['63661_0', 'Hemiacetal Formation for 5 membered rings'], 'C(C(C)(C(C(CO)=O)CO)O)=O', ['758_0', 'Aldol Condensation'], 'C(C(C)=O)=O', ['57_0', 'Retro Aldol'], 'C(C(CC(C(CO)O)O)=O)=O', ['14_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	JGQCBCPTZPVAPF	C(CO)(C1C(O)OCC1(C)O)=O	['C(CO)(C1C(O)OCC1(C)O)=O', ['63728_0', 'Hemiacetal Formation for 5 membered rings'], 'C(C(C(CO)=O)C(CO)(C)O)=O', ['820_0', 'Aldol Condensation'], 'C(CC(CO)=O)=O', ['59_0', 'Retro Aldol'], 'C(CC(C(C(CO)O)O)=O)=O', ['16_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	VIMMFGHDCPTWKH	C(C1C(CO)(O)OCC1(C)O)=O	['C(C1C(CO)(O)OCC1(C)O)=O', ['63730_0', 'Hemiacetal Formation for 5 membered rings'], 'C(C(C(CO)=O)C(CO)(C)O)=O', ['820_0', 'Aldol Condensation'], 'C(CC(CO)=O)=O', ['59_0', 'Retro Aldol'], 'C(CC(C(C(CO)O)O)=O)=O', ['16_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	LWIFQPLWFSTHEL	C(CC1(C(C(CO1)(C)O)O)O)=O	['C(CC1(C(C(CO1)(C)O)O)O)=O', ['63733_0', 'Hemiacetal Formation for 5 membered rings'], 'C(CC(C(C(CO)(C)O)O)=O)=O', ['822_0', 'Aldol Condensation'], 'C(CC(CO)=O)=O', ['59_0', 'Retro Aldol'], 'C(CC(C(C(CO)O)O)=O)=O', ['16_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	GXOWJUAFVHVXLN	C(CC1(COC(CO)(C1)O)O)=O	['C(CC1(COC(CO)(C1)O)O)=O', ['63736_0', 'Hemiacetal Formation for 5 membered rings'], 'C(CC(CO)(CC(CO)=O)O)=O', ['826_0', 'Aldol Condensation'], 'C(CC(CO)=O)=O', ['59_0', 'Retro Aldol'], 'C(CC(C(C(CO)O)O)=O)=O', ['16_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	QPAIRPMTVSLVNK	C(C)(C1C(CC(CO)(O1)O)O)=O	['C(C)(C1C(CC(CO)(O1)O)O)=O', ['63738_0', 'Hemiacetal Formation for 5 membered rings'], 'C(C)(C(C(CC(CO)=O)O)O)=O', ['828_0', 'Aldol Condensation'], 'C(CC(CO)=O)=O', ['59_0', 'Retro Aldol'], 'C(CC(C(C(CO)O)O)=O)=O', ['16_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	HHJAQRKTDFDRGD	C(CC1(COC(C)(C1O)O)O)=O	['C(CC1(COC(C)(C1O)O)O)=O', ['63741_0', 'Hemiacetal Formation for 5 membered rings'], 'C(CC(CO)(C(C(C)=O)O)O)=O', ['830_0', 'Aldol Condensation'], 'C(CC(CO)=O)=O', ['59_0', 'Retro Aldol'], 'C(CC(C(C(CO)O)O)=O)=O', ['16_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	TWHGAJCFZWGCCK	C(C)(C1C(CO)(CC(O1)O)O)=O	['C(C)(C1C(CO)(CC(O1)O)O)=O', ['63743_0', 'Hemiacetal Formation for 5 membered rings'], 'C(CC(CO)(C(C(C)=O)O)O)=O', ['830_0', 'Aldol Condensation'], 'C(CC(CO)=O)=O', ['59_0', 'Retro Aldol'], 'C(CC(C(C(CO)O)O)=O)=O', ['16_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	SNTPJQALTNHVGS	C(CC1(COC(C1N)O)O)=O	['C(CC1(COC(C1N)O)O)=O', ['63751_0', 'Hemiacetal Formation for 5 membered rings'], 'C(CC(CO)(C(C=O)N)O)=O', ['846_0', 'Aldol Condensation'], 'C(CC(CO)=O)=O', ['59_0', 'Retro Aldol'], 'C(CC(C(C(CO)O)O)=O)=O', ['16_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	SDNUOSRGIAWFFG	C(C(C1(CC(CO1)(C)O)O)O)=O	['C(C(C1(CC(CO1)(C)O)O)O)=O', ['63755_0', 'Hemiacetal Formation for 5 membered rings'], 'C(C(C(CC(CO)(C)O)=O)O)=O', ['854_0', 'Aldol Condensation'], 'C(C(C(C)=O)O)=O', ['61_0', 'Retro Aldol'], 'C(C(C(CC(CO)O)=O)O)=O', ['18_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	NVPLCHDTDNDQHL	C(C1C(C)(CC(CO)(O1)O)O)=O	['C(C1C(C)(CC(CO)(O1)O)O)=O', ['63757_0', 'Hemiacetal Formation for 5 membered rings'], 'C(C(C(C)(CC(CO)=O)O)O)=O', ['857_0', 'Aldol Condensation'], 'C(C(C(C)=O)O)=O', ['61_0', 'Retro Aldol'], 'C(C(C(CC(CO)O)=O)O)=O', ['18_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	YQMLBHROJKMKBM	C(C)(C1C(C(C(C)(O1)O)O)O)=O	['C(C)(C1C(C(C(C)(O1)O)O)O)=O', ['63759_0', 'Hemiacetal Formation for 5 membered rings'], 'C(C)(C(C(C(C(C)=O)O)O)O)=O', ['859_0', 'Aldol Condensation'], 'C(C(C(C)=O)O)=O', ['61_0', 'Retro Aldol'], 'C(C(C(CC(CO)O)=O)O)=O', ['18_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	IPPDOVSAPWBLQB	C(C1C(C)(C(C(C)(O1)O)O)O)=O	['C(C1C(C)(C(C(C)(O1)O)O)O)=O', ['63761_0', 'Hemiacetal Formation for 5 membered rings'], 'C(C(C(C)(C(C(C)=O)O)O)O)=O', ['861_0', 'Aldol Condensation'], 'C(C(C(C)=O)O)=O', ['61_0', 'Retro Aldol'], 'C(C(C(CC(CO)O)=O)O)=O', ['18_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	IRPABGYOGPXXIG	C(C)(C1C(C)(C(C(O1)O)O)O)=O	['C(C)(C1C(C)(C(C(O1)O)O)O)=O', ['63763_0', 'Hemiacetal Formation for 5 membered rings'], 'C(C(C(C)(C(C(C)=O)O)O)O)=O', ['861_0', 'Aldol Condensation'], 'C(C(C(C)=O)O)=O', ['61_0', 'Retro Aldol'], 'C(C(C(CC(CO)O)=O)O)=O', ['18_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	RPRJDHMZIQDEPQ	C(C1C(C)(C(C(O1)O)N)O)=O	['C(C1C(C)(C(C(O1)O)N)O)=O', ['63769_0', 'Hemiacetal Formation for 5 membered rings'], 'C(C(C(C)(C(C=O)O)O)N)=O', ['873_0', 'Aldol Condensation'], 'C(C(C(C)=O)O)=O', ['61_0', 'Retro Aldol'], 'C(C(C(CC(CO)O)=O)O)=O', ['18_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	OTYWFDMOLZGCKN	C1C(C)(CC(C(CO)O)(O)O1)O	['C1C(C)(CC(C(CO)O)(O)O1)O', ['63783_0', 'Hemiacetal Formation for 5 membered rings'], 'C(C(CO)O)(CC(CO)(C)O)=O', ['901_0', 'Aldol Condensation'], 'C(C)(C(CO)O)=O', ['64_0', 'Retro Aldol'], 'C(CC(C=O)O)(C(CO)O)=O', ['20_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	NDUHPTBIICEZKI	CC1(CC(CO)(O)OC1CO)O	['CC1(CC(CO)(O)OC1CO)O', ['63785_0', 'Hemiacetal Formation for 5 membered rings'], 'C(CO)(CC(C)(C(CO)O)O)=O', ['903_0', 'Aldol Condensation'], 'C(C)(C(CO)O)=O', ['64_0', 'Retro Aldol'], 'C(CC(C=O)O)(C(CO)O)=O', ['20_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	HDRFSQXLEXROQM	CC1(C(C(C)(C(CO)O1)O)O)O	['CC1(C(C(C)(C(CO)O1)O)O)O', ['63787_0', 'Hemiacetal Formation for 5 membered rings'], 'C(C)(C(C(C)(C(CO)O)O)O)=O', ['905_0', 'Aldol Condensation'], 'C(C)(C(CO)O)=O', ['64_0', 'Retro Aldol'], 'C(CC(C=O)O)(C(CO)O)=O', ['20_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	AEOKWIWSJJVOHE	CC1(CC(O)OC1CO)O	['CC1(CC(O)OC1CO)O', ['63789_0', 'Hemiacetal Formation for 5 membered rings'], 'C(CC(C)(C(CO)O)O)=O', ['909_0', 'Aldol Condensation'], 'C(C)(C(CO)O)=O', ['64_0', 'Retro Aldol'], 'C(CC(C=O)O)(C(CO)O)=O', ['20_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	BTNCZVRDPBCGFA	CC1(C(CO)OC(C1N)O)O	['CC1(C(CO)OC(C1N)O)O', ['63791_0', 'Hemiacetal Formation for 5 membered rings'], 'C(C(C(C)(C(CO)O)O)N)=O', ['913_0', 'Aldol Condensation'], 'C(C)(C(CO)O)=O', ['64_0', 'Retro Aldol'], 'C(CC(C=O)O)(C(CO)O)=O', ['20_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	KXFBRJBQTIGNOS	C(CO)(C1C(C)OC(C1O)O)=O	['C(CO)(C1C(C)OC(C1O)O)=O', ['63793_0', 'Hemiacetal Formation for 5 membered rings'], 'C(CO)(C(C(C)O)C(C=O)O)=O', ['917_0', 'Aldol Condensation'], 'C(C(CC(CO)=O)O)=O', ['67_0', 'Retro Aldol'], 'C(CC(C=O)O)(C(CO)O)=O', ['20_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	LGLZOZWFLLGEHN	C(CO)(CC1C(CC(O)O1)O)=O	['C(CO)(CC1C(CC(O)O1)O)=O', ['63795_0', 'Hemiacetal Formation for 5 membered rings'], 'C(CC(C(CC(CO)=O)O)O)=O', ['921_0', 'Aldol Condensation'], 'C(C(CC(CO)=O)O)=O', ['67_0', 'Retro Aldol'], 'C(CC(C=O)O)(C(CO)O)=O', ['20_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	LVRTYXIWOYDNTQ	C(CC1C(CC(CO)(O)O1)O)=O	['C(CC1C(CC(CO)(O)O1)O)=O', ['63797_0', 'Hemiacetal Formation for 5 membered rings'], 'C(CC(C(CC(CO)=O)O)O)=O', ['921_0', 'Aldol Condensation'], 'C(C(CC(CO)=O)O)=O', ['67_0', 'Retro Aldol'], 'C(CC(C=O)O)(C(CO)O)=O', ['20_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	SNGFGUBNZSGONN	C(C(CC1(COC(C1)O)O)O)=O	['C(C(CC1(COC(C1)O)O)O)=O', ['63799_0', 'Hemiacetal Formation for 5 membered rings'], 'C(CC(CO)(CC(C=O)O)O)=O', ['923_0', 'Aldol Condensation'], 'C(C(CC(CO)=O)O)=O', ['67_0', 'Retro Aldol'], 'C(CC(C=O)O)(C(CO)O)=O', ['20_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	OIEOLKOZFZWGBR	C(CC1(CO)CC(C(O)O1)O)=O	['C(CC1(CO)CC(C(O)O1)O)=O', ['63801_0', 'Hemiacetal Formation for 5 membered rings'], 'C(CC(CO)(CC(C=O)O)O)=O', ['923_0', 'Aldol Condensation'], 'C(C(CC(CO)=O)O)=O', ['67_0', 'Retro Aldol'], 'C(CC(C=O)O)(C(CO)O)=O', ['20_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	MREMXNPSTNMQFM	C1(C(O)OC(CO)(C)C1CO)=O	['C1(C(O)OC(CO)(C)C1CO)=O', ['63972_0', 'Hemiacetal Formation for 5 membered rings'], 'C(C(C(CO)C(C)(CO)O)=O)=O', ['1145_0', 'Aldol Condensation'], 'C(C(CCO)=O)=O', ['69_0', 'Retro Aldol'], 'C(C(C(C=O)O)O)(CCO)=O', ['22_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	NYIVTMHPNPYYBZ	C(C1(C(CO)C(CO1)(C)O)O)=O	['C(C1(C(CO)C(CO1)(C)O)O)=O', ['63975_0', 'Hemiacetal Formation for 5 membered rings'], 'C(C(C(CO)C(C)(CO)O)=O)=O', ['1145_0', 'Aldol Condensation'], 'C(C(CCO)=O)=O', ['69_0', 'Retro Aldol'], 'C(C(C(C=O)O)O)(CCO)=O', ['22_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	SMXXDFMORMZOIE	C1(C(O)OC(CN)C1CO)=O	['C1(C(O)OC(CN)C1CO)=O', ['63983_0', 'Hemiacetal Formation for 5 membered rings'], 'C(C(C(CO)C(CN)O)=O)=O', ['1160_0', 'Aldol Condensation'], 'C(C(CCO)=O)=O', ['69_0', 'Retro Aldol'], 'C(C(C(C=O)O)O)(CCO)=O', ['22_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	YRLQKZXUDCGITL	C1C(C)(C(C(CCO)(O)O1)O)O	['C1C(C)(C(C(CCO)(O)O1)O)O', ['63992_0', 'Hemiacetal Formation for 5 membered rings'], 'C(C(C(CO)(C)O)O)(CCO)=O', ['1169_0', 'Aldol Condensation'], 'C(CO)(CCO)=O', ['71_0', 'Retro Aldol'], 'C(C(C(C=O)O)O)(CCO)=O', ['22_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	OLDYOZLONVKVGM	C1C(C)(C(CO)C(CO)(O)O1)O	['C1C(C)(C(CO)C(CO)(O)O1)O', ['63994_0', 'Hemiacetal Formation for 5 membered rings'], 'C(CO)(C(CO)C(CO)(C)O)=O', ['1171_0', 'Aldol Condensation'], 'C(CO)(CCO)=O', ['71_0', 'Retro Aldol'], 'C(C(C(C=O)O)O)(CCO)=O', ['22_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	NXGLBMZNYDESRZ	C1C(CCO)(CC(CO)(O)O1)O	['C1C(CCO)(CC(CO)(O)O1)O', ['63996_0', 'Hemiacetal Formation for 5 membered rings'], 'C(CO)(CC(CO)(CCO)O)=O', ['1173_0', 'Aldol Condensation'], 'C(CO)(CCO)=O', ['71_0', 'Retro Aldol'], 'C(C(C(C=O)O)O)(CCO)=O', ['22_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	KKGSEJAAVFPUIB	CC1(C(C(CO1)(CCO)O)O)O	['CC1(C(C(CO1)(CCO)O)O)O', ['63998_0', 'Hemiacetal Formation for 5 membered rings'], 'C(C)(C(C(CO)(CCO)O)O)=O', ['1175_0', 'Aldol Condensation'], 'C(CO)(CCO)=O', ['71_0', 'Retro Aldol'], 'C(C(C(C=O)O)O)(CCO)=O', ['22_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	YKQHFVZVSFZJMD	C1C(CC(O)O1)(CCO)O	['C1C(CC(O)O1)(CCO)O', ['64000_0', 'Hemiacetal Formation for 5 membered rings'], 'C(CC(CO)(CCO)O)=O', ['1181_0', 'Aldol Condensation'], 'C(CO)(CCO)=O', ['71_0', 'Retro Aldol'], 'C(C(C(C=O)O)O)(CCO)=O', ['22_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	SFWQIWHXJDKAAI	C1C(CCO)(C(C(O)O1)N)O	['C1C(CCO)(C(C(O)O1)N)O', ['64002_0', 'Hemiacetal Formation for 5 membered rings'], 'C(C(C(CO)(CCO)O)N)=O', ['1187_0', 'Aldol Condensation'], 'C(CO)(CCO)=O', ['71_0', 'Retro Aldol'], 'C(C(C(C=O)O)O)(CCO)=O', ['22_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	ZCMYOAUAPVYIKY	C(C)(C(C1C(CC(O)O1)O)O)=O	['C(C)(C(C1C(CC(O)O1)O)O)=O', ['64004_0', 'Hemiacetal Formation for 5 membered rings'], 'C(CC(C(C(C(C)=O)O)O)O)=O', ['1191_0', 'Aldol Condensation'], 'C(C(C(C(C)=O)O)O)=O', ['73_0', 'Retro Aldol'], 'C(C(C(C=O)O)O)(CCO)=O', ['22_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	KATASTMAJFAEQK	C(CC1C(C(C(C)(O)O1)O)O)=O	['C(CC1C(C(C(C)(O)O1)O)O)=O', ['64006_0', 'Hemiacetal Formation for 5 membered rings'], 'C(CC(C(C(C(C)=O)O)O)O)=O', ['1191_0', 'Aldol Condensation'], 'C(C(C(C(C)=O)O)O)=O', ['73_0', 'Retro Aldol'], 'C(C(C(C=O)O)O)(CCO)=O', ['22_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	KAXSBVXULWVXCV	C(C(C1C(C)(CC(O)O1)O)O)=O	['C(C(C1C(C)(CC(O)O1)O)O)=O', ['64008_0', 'Hemiacetal Formation for 5 membered rings'], 'C(CC(C)(C(C(C=O)O)O)O)=O', ['1193_0', 'Aldol Condensation'], 'C(C(C(C(C)=O)O)O)=O', ['73_0', 'Retro Aldol'], 'C(C(C(C=O)O)O)(CCO)=O', ['22_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	HVUXTISLTNWIHE	C(CC1(C)C(C(C(O)O1)O)O)=O	['C(CC1(C)C(C(C(O)O1)O)O)=O', ['64010_0', 'Hemiacetal Formation for 5 membered rings'], 'C(CC(C)(C(C(C=O)O)O)O)=O', ['1193_0', 'Aldol Condensation'], 'C(C(C(C(C)=O)O)O)=O', ['73_0', 'Retro Aldol'], 'C(C(C(C=O)O)O)(CCO)=O', ['22_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	RRFLXNILKZSPEI	C(C1C(C(C(O1)O)N)O)=O	['C(C1C(C(C(O1)O)N)O)=O', ['64026_0', 'Hemiacetal Formation for 5 membered rings'], 'C(C(C(C(C=O)O)O)N)=O', ['1207_0', 'Aldol Condensation'], 'C(C(C=O)O)=O', ['77_0', 'Retro Aldol'], 'C(C(C(CC(CO)=O)O)O)=O', ['24_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	DDDSGOHMPYCNPO	C1C(C)(CC(CO)(O)O1)O	['C1C(C)(CC(CO)(O)O1)O', ['64028_0', 'Hemiacetal Formation for 5 membered rings'], 'C(CO)(CC(CO)(C)O)=O', ['1209_0', 'Aldol Condensation'], 'C(C)(CO)=O', ['77_0', 'Retro Aldol'], 'C(C(C(CC(CO)=O)O)O)=O', ['24_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	MSJRGKKPDPWLQQ	C1C(C)(C(C(C)(O)O1)O)O	['C1C(C)(C(C(C)(O)O1)O)O', ['64030_0', 'Hemiacetal Formation for 5 membered rings'], 'C(C)(C(C(CO)(C)O)O)=O', ['1211_0', 'Aldol Condensation'], 'C(C)(CO)=O', ['77_0', 'Retro Aldol'], 'C(C(C(CC(CO)=O)O)O)=O', ['24_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	IFJHFVNHDALBRY	C(CO)(CC1CC(C(O)O1)O)=O	['C(CO)(CC1CC(C(O)O1)O)=O', ['64032_0', 'Hemiacetal Formation for 5 membered rings'], 'C(C(CC(CC(CO)=O)O)O)=O', ['1215_0', 'Aldol Condensation'], 'C(C)(CO)=O', ['77_0', 'Retro Aldol'], 'C(C(C(CC(CO)=O)O)O)=O', ['24_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	YRMMWJUIPOVHFE	C(C)(C(C1CC(C(O)O1)O)O)=O	['C(C)(C(C1CC(C(O)O1)O)O)=O', ['64034_0', 'Hemiacetal Formation for 5 membered rings'], 'C(C(CC(C(C(C)=O)O)O)O)=O', ['1217_0', 'Aldol Condensation'], 'C(C)(CO)=O', ['77_0', 'Retro Aldol'], 'C(C(C(CC(CO)=O)O)O)=O', ['24_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	HXGKICFOUVCMPS	C(C(C1C(O)OCC1(C)O)O)=O	['C(C(C1C(O)OCC1(C)O)O)=O', ['64036_0', 'Hemiacetal Formation for 5 membered rings'], 'C(C(C(CO)(C)O)C(C=O)O)=O', ['1219_0', 'Aldol Condensation'], 'C(C)(CO)=O', ['77_0', 'Retro Aldol'], 'C(C(C(CC(CO)=O)O)O)=O', ['24_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	ASXWZFJUMJBRND	C(C1C(C(O)OC1(C)CO)O)=O	['C(C1C(C(O)OC1(C)CO)O)=O', ['64038_0', 'Hemiacetal Formation for 5 membered rings'], 'C(C(C(CO)(C)O)C(C=O)O)=O', ['1219_0', 'Aldol Condensation'], 'C(C)(CO)=O', ['77_0', 'Retro Aldol'], 'C(C(C(CC(CO)=O)O)O)=O', ['24_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
